name,site,subtypes,category,type,phone,full_address,city,latitude,longitude,rating,reviews_link,reviews_tags,photo,street_view
Sri Laxmi Balaji Men's Hostel and pg,,"Boys' hostel, Guest house, Backpacker Hostel, Youth Hostel",Boys' hostel,Boys' hostel,+91 94939 10403,"Rainbow Children's Hospital, HITEC City, Hyderabad, Telangana 500084",Hyderabad,17.4549155,78.3803467,4.5,"https://search.google.com/local/reviews?placeid=ChIJheUoEcKTyzsRrAijuEFNmgs&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipM3ykFu7ac60ATzyoWBGFg3fsC5uUkRRFDTMjW1=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM3ykFu7ac60ATzyoWBGFg3fsC5uUkRRFDTMjW1=w1600-h1000-k-no
Abhinav womens hostel and pg,,"Hostel, Working women's hostel",Student dormitory,Hostel,+91 94900 12848,"F94J+38Q, Abhinav mens hostel, hitech nagar, N Convention Rd, opposite sree surya mens hostel, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4552225,78.3808472,4.9,"https://search.google.com/local/reviews?placeid=ChIJ94Ufgd2TyzsR-23eFfzoo6k&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/p/AF1QipN-sRNPPWY47evLukgp71sMqxUprKqXa0fRXiY=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN-sRNPPWY47evLukgp71sMqxUprKqXa0fRXiY=w1600-h1000-k-no
Sai Kuteer Executive P.G for Men,,Boys' hostel,Boys' hostel,Boys' hostel,+91 99125 73553,"H.No: 1-90/7/B/55, Plot No:7, Street Number 4 Inovies Street, Patrika Nagar, HITECH City, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4451705,78.3805457,4.7,"https://search.google.com/local/reviews?placeid=ChIJ20JcuGyTyzsRYJg7nFruZMs&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNfO2_OzYAgb7HS5LXBAr6GfGzgTeDOGGrVKTmI=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNfO2_OzYAgb7HS5LXBAr6GfGzgTeDOGGrVKTmI=w1600-h1000-k-no
Shanvitha executive women’s hostel,,Hostel,Student dormitory,Hostel,+91 98492 47460,"H.no-1, The nest, 98/90/29, beside Vikram Hospital Lane, Phase 2, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.440273,78.3913612,4.2,"https://search.google.com/local/reviews?placeid=ChIJlaAIf62RyzsRIUsUibH9090&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMUhJVQ_txS0a7_ie2TNiQDooLP49U8yKATgSyo=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMUhJVQ_txS0a7_ie2TNiQDooLP49U8yKATgSyo=w1600-h1000-k-no
AJS DELUXE FOR WOMEN,,Backpacker Hostel,Hostel,Backpacker Hostel,,"Capital Pk Rd, beside Rameswaram cafe, Cyber Hills Colony, VIP Hills, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4475585,78.3862589,4.9,"https://search.google.com/local/reviews?placeid=ChIJcR4cXxCRyzsR_SjKB3Nc2UI&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipP0LrrH16ozfUNk7DfF4rp1fWcEsYAfOJJ5g1jU=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP0LrrH16ozfUNk7DfF4rp1fWcEsYAfOJJ5g1jU=w1600-h1000-k-no
SVR Womens PG Hostel,http://www.svrwomenspg.co.in/,"Working women's hostel, Girls' hostel",Working women's hostel,Working women's hostel,+91 97059 89636,"2-56/5d/213/8a, Sai Baba Temple Rd, near YSR Statue, Ayyappa Society, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4534965,78.391582,4.1,"https://search.google.com/local/reviews?placeid=ChIJ02rZ22aRyzsR812svqv2-Is&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPWcQ-a9szl9VcAIqumcoym0FRdx9RPEVdifCZP=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPWcQ-a9szl9VcAIqumcoym0FRdx9RPEVdifCZP=w1600-h1000-k-no
Sri Tirumala Men's Hostel,,"Boys' hostel, Backpacker Hostel",Boys' hostel,Boys' hostel,+91 81868 11347,"Plot no 30 & 31, Road No.3, Ayyappa Society, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4463349,78.3903361,4,"https://search.google.com/local/reviews?placeid=ChIJW1RYWmeRyzsRennDMVBuwb0&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOU65gZZ1jmmHWHHS_blahDMlMM-fzfXnfpBjly=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOU65gZZ1jmmHWHHS_blahDMlMM-fzfXnfpBjly=w1600-h1000-k-no
AURRORRA MENS PG HOSTEL అరోరా మెన్స్ పీ జీ హాస్టల్,,"Boys' hostel, Backpacker Hostel",Boys' hostel,Boys' hostel,+91 90000 70893,"VIP Hills, Silicon Valley, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4509618,78.3883632,4.1,"https://search.google.com/local/reviews?placeid=ChIJ36cp4GORyzsRhCD59spyfJE&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOnkbWgbAv52NGBNNK8SXKSdYGF9GflRn4yP1Ji=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOnkbWgbAv52NGBNNK8SXKSdYGF9GflRn4yP1Ji=w1600-h1000-k-no
SLR Guest House & PG for Men's,,"Boys' hostel, Guest house, Backpacker Hostel, Hostel",Boys' hostel,Boys' hostel,+91 99499 55174,"HUDA Techno Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4443329,78.3834377,3,"https://search.google.com/local/reviews?placeid=ChIJD_yxhqKTyzsRaHVHK670Xfs&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOv3GpWI0pRUPhMvIL10csRFgIsdPt8Sn5srZSR=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOv3GpWI0pRUPhMvIL10csRFgIsdPt8Sn5srZSR=w1600-h1000-k-no
Srindhi Premium Living,,Working women's hostel,Working women's hostel,Working women's hostel,,"Hno 1-90/7/B/173, opp. Medicover hospital, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4469631,78.3801221,4.7,"https://search.google.com/local/reviews?placeid=ChIJQR1RNdqTyzsRqvKY1RhIJHA&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNJoxSlJcbHE5vEOWf-8xnCuzYR5Db1SkSZAVpP=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNJoxSlJcbHE5vEOWf-8xnCuzYR5Db1SkSZAVpP=w1600-h1000-k-no
Sri Vinayaka Women's Hostel,,"Working women's hostel, Backpacker Hostel",Working women's hostel,Working women's hostel,+91 88974 45443,"Lane No. 4, Siddiq Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4498084,78.3704948,4.5,"https://search.google.com/local/reviews?placeid=ChIJPzWLxBOTyzsRQj3ALvDuoZA&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/p/AF1QipOQeV56rgJMYShFfbDHtDFhgnPKFC13W9Govqw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPrsCYixYKnxkd_cENywHt7Bp5MCU7DxdVxK5Wd=w1600-h1000-k-no
Sri Nidhi Women’s hostel/ PG,,Girls' hostel,Girls' hostel,Girls' hostel,+91 91600 77776,"1-90/7/B/12,Street No.2,Pathrikanagar, Behind Home Apartments, Hi-tech city, Madhapur, Telangana 500081",Hyderabad,17.4454857,78.3817649,3.6,"https://search.google.com/local/reviews?placeid=ChIJR27-cASTyzsRnavSR1OqYkw&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNDJQkmhE8G3rIc8zz_qorMSd4yrCyEo7bv9Uh3=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNDJQkmhE8G3rIc8zz_qorMSd4yrCyEo7bv9Uh3=w1600-h1000-k-no
VVN Women's PG Hostel,,Hostel,Student dormitory,Hostel,+91 93918 71498,"Plot-93, Vinayak Nagar Colony, Madhapur, Telangana 500081",Hyderabad,17.4437783,78.3867555,4.3,"https://search.google.com/local/reviews?placeid=ChIJCwxEpOORyzsRNv6Yu4kfFH8&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMmWwOKWz32hLAjKwRa8tSvg_SGs6BpMQi1tFWC=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMmWwOKWz32hLAjKwRa8tSvg_SGs6BpMQi1tFWC=w1600-h1000-k-no
Venkateshwara Women's PG Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 96526 49985,"K.K.Tower, VIP Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4459818,78.3876533,5,"https://search.google.com/local/reviews?placeid=ChIJZ_NRRQCRyzsRlM2TIhxCa_k&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipM57gGTwIllxXvtzDn24wtskyLHAh4wcvAJwQ5f=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM57gGTwIllxXvtzDn24wtskyLHAh4wcvAJwQ5f=w1600-h1000-k-no
Zolo Lotus - Paying Guest (PG) in Madhapur,https://zolostays.com/pg-hostel-near-madhapur-in-hyderabad-zolo_lotus-zoltus,"Hostel, Boys' hostel, Girls' hostel, Working women's hostel",Student dormitory,Hostel,+91 88801 08010,"Ayyappa Society, Siddhi Vinayak Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4558788,78.3941505,3.7,"https://search.google.com/local/reviews?placeid=ChIJUbkfBfmRyzsRVPd4k9d9BDs&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipODW20FZpEOPibH1j1FWvh9VEcPcDhamrgPaZTu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipODW20FZpEOPibH1j1FWvh9VEcPcDhamrgPaZTu=w1600-h1000-k-no
Star Galaxy Women PG(AC),,"Working women's hostel, Girls' hostel",Working women's hostel,Working women's hostel,,"Street No. 6, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4456869,78.3808665,4,"https://search.google.com/local/reviews?placeid=ChIJLzcVUk2TyzsRXykoymBJmg8&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOl9FiT2xUS0MdZJOCKMiukFQDGbtUBQ2ow1B3I=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOl9FiT2xUS0MdZJOCKMiukFQDGbtUBQ2ow1B3I=w1600-h1000-k-no
Sree Lakshmi Heaven's Woman's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 82976 25888,"H.No. 2-46/2/8, Metro Pillar No. C- 1728 Near Trishul Grand Hotel Hi-Tech City, Main, Road, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4403931,78.3923456,4.6,"https://search.google.com/local/reviews?placeid=ChIJvfbJAMmRyzsRUsHBp07enGM&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/p/AF1QipNqyi-ljkSxFbzyCwGHeGiW5gl8qdLSXunXJXDO=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNqyi-ljkSxFbzyCwGHeGiW5gl8qdLSXunXJXDO=w1600-h1000-k-no
A's Grand Mens PG,,Backpacker Hostel,Hostel,Backpacker Hostel,+91 93904 66665,"grand men's pg, A's, Doctor's Colony, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4372445,78.3884818,3.2,"https://search.google.com/local/reviews?placeid=ChIJpeDZAQCRyzsRImMDDmrenc0&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPB9O1_tiQ6hJ64ZtkSnn42Aind_Guaz6BT75FB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPB9O1_tiQ6hJ64ZtkSnn42Aind_Guaz6BT75FB=w1600-h1000-k-no
LA Hometel PG for women,,Girls' hostel,Girls' hostel,Girls' hostel,+91 91217 21111,"Plot No.131, Patrika Nagar Rd Number 2, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.445695,78.3818502,4.4,"https://search.google.com/local/reviews?placeid=ChIJ-xnaUBKTyzsR_fsHopd71CE&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPPr8QqJKnU0NDT1be5Z7zR7RoDlW8do3LX9DdO=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPPr8QqJKnU0NDT1be5Z7zR7RoDlW8do3LX9DdO=w1600-h1000-k-no
Maruthi Men's PG Hostel,,Hostel,Student dormitory,Hostel,+91 81210 09488,"Plot No - 812, Road No. 47, near YSR Statue, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4505208,78.3922617,4.7,"https://search.google.com/local/reviews?placeid=ChIJ3bnxQQCRyzsRfC3s9ZWzmIA&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMCX97Aj_ApQVGxXd3hu45SYhYXrEHUppZCktJc=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMCX97Aj_ApQVGxXd3hu45SYhYXrEHUppZCktJc=w1600-h1000-k-no
Qhub Living - Women's PG,https://www.qhubliving.com/,"Girls' hostel, Working women's hostel",Girls' hostel,Girls' hostel,+91 90444 28666,"Plot no 346, Rd Number 18, Ayyappa Society, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4512025,78.3905912,5,"https://search.google.com/local/reviews?placeid=ChIJo3HggvGRyzsR9ODl7hzSRco&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOAYQ9KyjkqDp1w0O8rqZaB2AbzlVpac-6vhobX=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOAYQ9KyjkqDp1w0O8rqZaB2AbzlVpac-6vhobX=w1600-h1000-k-no
The Queen's The Ultimate working women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"No C1740, House no: 1-48/1, gafoor nagar, madhapur, pillar, Hyderabad, Telangana 500081",Hyderabad,17.4411305,78.388854,3.7,"https://search.google.com/local/reviews?placeid=ChIJdZu0KCOTyzsRJgOeaPAz10E&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOvBSVROyyWbUKbUZo162gO_dh_UKYf9IToL47k=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOvBSVROyyWbUKbUZo162gO_dh_UKYf9IToL47k=w1600-h1000-k-no
AURORA PREMIUM STAYS FOR WOMEN,,Hostel,Student dormitory,Hostel,+91 94404 32444,"Plot no 10/11, Aurora Premium stays for Women, Vittal Rao Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4435675,78.3857694,4.6,"https://search.google.com/local/reviews?placeid=ChIJV3DsuG-RyzsRItAgiPEV1E4&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOWQbHiu_ka-pvdX08El-szaDUYjGxWpECUZCWu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOWQbHiu_ka-pvdX08El-szaDUYjGxWpECUZCWu=w1600-h1000-k-no
Nandini Women's Hostel and P.G(Executive),,Girls' hostel,Girls' hostel,Girls' hostel,+91 88863 40603,"Street Number 1, behind Ratnadeep store, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4460888,78.3824307,3.9,"https://search.google.com/local/reviews?placeid=ChIJ927trq6TyzsRC9Rl3fR198I&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2dCOrPP3tunYKT3AY-yTUQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=78.41695&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2dCOrPP3tunYKT3AY-yTUQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=78.41695&pitch=0&thumbfov=100
KUNDANA PRIME WOMEN'S PG,,"Girls' hostel, Apartment complex, Working women's hostel",Girls' hostel,Girls' hostel,+91 99123 43127,"D.No:1-98/11/14, Capital Pk Rd, beside THE RAMESHWARAM CAFE, Cyber Hills Colony, Arunodaya Colony, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.448734,78.3862492,4.4,"https://search.google.com/local/reviews?placeid=ChIJS4lsaDSSyzsRtgU3xzeVYYY&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMb7RIpb7_w7WQ957TBgBZ-tBlprD2dcV2uPoUy=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMb7RIpb7_w7WQ957TBgBZ-tBlprD2dcV2uPoUy=w1600-h1000-k-no
SRI TOSHINI WOMENS PG,,"Girls' hostel, Hostel, Working women's hostel",Girls' hostel,Girls' hostel,+91 95731 40999,"ROAD NO 9, opp. CYBER GATE WAY, Patrika Nagar, HITEC City, Telangana 500081",Hyderabad,17.4453824,78.3786297,3.8,"https://search.google.com/local/reviews?placeid=ChIJW9IhAd6TyzsRiEiFsEEp7Ls&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOcSoaKhN9ShslNZ937y4nqwJaJZOMRyR_PAFrK=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOcSoaKhN9ShslNZ937y4nqwJaJZOMRyR_PAFrK=w1600-h1000-k-no
Sri balaji LOFT INN women’s hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 91338 18780,"21/B 1-98/21/B/1 Pranathi Plaza,beside Big C Lane,Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4423498,78.3908365,3.9,"https://search.google.com/local/reviews?placeid=ChIJHV6IQVyRyzsR69jkBdNSF9Q&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipP1tTNVPnRJOh5oR6vv8PtJwicvsGgroLPFZqe0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP1tTNVPnRJOh5oR6vv8PtJwicvsGgroLPFZqe0=w1600-h1000-k-no
Pg hostel,,Hotel,hotels,Hotel,,"C9VP+GJV, Arunodaya Colony, Vittal Rao Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4438517,78.3865599,5,"https://search.google.com/local/reviews?placeid=ChIJjXGZBQCRyzsRRryoXpMuRAw&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xZD5wpG_0KW-egUIDlCgxg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=47.223907&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xZD5wpG_0KW-egUIDlCgxg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=47.223907&pitch=0&thumbfov=100
Sri Laxmi Venkateswara Men's Hostel,,Backpacker Hostel,Hostel,Backpacker Hostel,,"balaji sweet homes back side, Meghana Towers, Megha Hills Rd, Ayyappa Society, Megha Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4426955,78.3909848,2.4,"https://search.google.com/local/reviews?placeid=ChIJuy5jshCRyzsRnUx2lUwsQ6c&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOxDvWM0sCfIv6JGJymkj-1Yd1gUZmZvjGWZ0os=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOxDvWM0sCfIv6JGJymkj-1Yd1gUZmZvjGWZ0os=w1600-h1000-k-no
Dotters villa,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9WQ+P62 Sravanthi women's hostel, Dotters villa, VIP Hills, Jaihind Enclave, Madhapur, Telangana 500081",Hyderabad,17.4467736,78.3880288,4.1,"https://search.google.com/local/reviews?placeid=ChIJo2PyCM6RyzsRd85HweFesls&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HD1YLwSOzFcr0yO-kDZxhw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=68.968575&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HD1YLwSOzFcr0yO-kDZxhw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=68.968575&pitch=0&thumbfov=100
Sri Srinivasa luxury Men's Hostel,,"Backpacker Hostel, Hostel",Student dormitory,Backpacker Hostel,,"Bank of India, Arunodaya Colony, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.444216,78.3874901,4.5,"https://search.google.com/local/reviews?placeid=ChIJ5SlKPwCRyzsREJj4eAPS6Wg&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOs5p8tN1n0lG3pc-KTI24qAIp1wXZiBntFI7M=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOs5p8tN1n0lG3pc-KTI24qAIp1wXZiBntFI7M=w1600-h1000-k-no
Niashree Luxury Women's Hostel,,"Working women's hostel, Girls' hostel",Working women's hostel,Working women's hostel,+91 70363 05728,"1 135, Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500081",Hyderabad,17.4511695,78.3656468,4.1,"https://search.google.com/local/reviews?placeid=ChIJTzZvtIyTyzsRPZD3zJoOuVM&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMBP-cGO6rihiOzsn-Wr3x79hlen2PRvRjnlFBW=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMBP-cGO6rihiOzsn-Wr3x79hlen2PRvRjnlFBW=w1600-h1000-k-no
IRIS ATNEST Hotel,https://bookingengine.stayflexi.com/?hotel_id=23247,"Backpacker Hostel, Hostel",Hostel,Backpacker Hostel,+91 90690 64567,"Road No. 23, Ayyappa Society, VIP Hills, Silicon Valley, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4514225,78.3881804,4.7,"https://search.google.com/local/reviews?placeid=ChIJT7M9unWRyzsRNB_I831y1jw&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOyZiVVAxTZV0WwfUAv8izQvnVJob-KBTGmZT_9=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOyZiVVAxTZV0WwfUAv8izQvnVJob-KBTGmZT_9=w1600-h1000-k-no
Vennela Executive Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 99891 50744,"HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4462255,78.3789057,3.8,"https://search.google.com/local/reviews?placeid=ChIJUZ52DN6TyzsRpMnMquIEwJ8&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNhRFBNwUKZRFxvGnLNUvTry1hhOphtziiEkRaq=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNhRFBNwUKZRFxvGnLNUvTry1hhOphtziiEkRaq=w1600-h1000-k-no
7 Hills - Luxury PG For Women,,Working women's hostel,Working women's hostel,Working women's hostel,+91 97039 80802,"Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4430029,78.3883339,4,"https://search.google.com/local/reviews?placeid=ChIJ42_f4z2RyzsRqhp9rIcG8Ck&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMV_bVFT8iXKndwYaAEEb8V6nKexpPvAiaSc8Nf=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMV_bVFT8iXKndwYaAEEb8V6nKexpPvAiaSc8Nf=w1600-h1000-k-no
Vibgyor Accomodation & Coliving,,"Hostel, Youth Hostel",Student dormitory,Hostel,+91 91778 12606,"Plot No:371, No:19, Road, beside 100 Feet Road, Swamy Ayyappa Society, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.450924,78.3899595,4.9,"https://search.google.com/local/reviews?placeid=ChIJYx6OBIKRyzsRwPSqPLnawW4&q=hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMCCOpSvv5NEz-FFt4IU4n0w6QLflWZNU1d86tx=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMCCOpSvv5NEz-FFt4IU4n0w6QLflWZNU1d86tx=w1600-h1000-k-no
